AreaInPixels,PhysicalSize,Polygon
288,288,[110099.0:47715.0:110097.0:47717.0:110097.0:47718.0:110095.0:47720.0:110095.0:47721.0:110094.0:47722.0:110094.0:47728.0:110095.0:47729.0:110095.0:47731.0:110096.0:47732.0:110096.0:47733.0:110097.0:47734.0:110097.0:47735.0:110098.0:47736.0:110098.0:47737.0:110099.0:47738.0:110099.0:47739.0:110100.0:47740.0:110105.0:47740.0:110107.0:47738.0:110107.0:47735.0:110106.0:47734.0:110106.0:47731.0:110107.0:47730.0:110107.0:47721.0:110106.0:47720.0:110106.0:47718.0:110104.0:47716.0:110103.0:47716.0:110102.0:47715.0]
544,544,[108757.0:47716.0:108756.0:47717.0:108755.0:47717.0:108752.0:47720.0:108752.0:47721.0:108751.0:47722.0:108751.0:47725.0:108754.0:47728.0:108756.0:47728.0:108760.0:47732.0:108760.0:47733.0:108761.0:47734.0:108762.0:47734.0:108763.0:47735.0:108764.0:47735.0:108765.0:47736.0:108766.0:47736.0:108767.0:47737.0:108774.0:47737.0:108775.0:47738.0:108782.0:47738.0:108784.0:47736.0:108784.0:47728.0:108783.0:47727.0:108783.0:47726.0:108781.0:47724.0:108780.0:47724.0:108779.0:47723.0:108778.0:47723.0:108777.0:47722.0:108776.0:47722.0:108775.0:47721.0:108774.0:47721.0:108772.0:47719.0:108771.0:47719.0:108769.0:47717.0:108768.0:47717.0:108767.0:47716.0]
389,389,[109177.0:47719.0:109176.0:47720.0:109173.0:47720.0:109172.0:47721.0:109170.0:47721.0:109168.0:47723.0:109158.0:47723.0:109157.0:47724.0:109156.0:47724.0:109155.0:47725.0:109155.0:47726.0:109154.0:47727.0:109155.0:47728.0:109155.0:47729.0:109156.0:47730.0:109157.0:47730.0:109158.0:47731.0:109163.0:47731.0:109164.0:47732.0:109164.0:47734.0:109165.0:47735.0:109165.0:47737.0:109167.0:47739.0:109171.0:47739.0:109172.0:47740.0:109178.0:47740.0:109178.0:47738.0:109177.0:47737.0:109176.0:47737.0:109175.0:47736.0:109175.0:47734.0:109179.0:47730.0:109180.0:47730.0:109182.0:47728.0:109182.0:47726.0:109183.0:47725.0:109183.0:47722.0:109182.0:47721.0:109182.0:47720.0:109181.0:47720.0:109180.0:47719.0]
845,845,[108334.0:47700.0:108333.0:47701.0:108332.0:47701.0:108322.0:47711.0:108320.0:47711.0:108318.0:47709.0:108318.0:47708.0:108317.0:47708.0:108315.0:47706.0:108312.0:47706.0:108312.0:47707.0:108311.0:47708.0:108311.0:47717.0:108313.0:47719.0:108313.0:47720.0:108314.0:47721.0:108314.0:47722.0:108315.0:47723.0:108315.0:47724.0:108318.0:47727.0:108318.0:47728.0:108319.0:47729.0:108320.0:47729.0:108322.0:47731.0:108323.0:47731.0:108324.0:47732.0:108326.0:47732.0:108327.0:47733.0:108330.0:47733.0:108331.0:47734.0:108332.0:47733.0:108337.0:47733.0:108338.0:47732.0:108340.0:47732.0:108343.0:47729.0:108343.0:47727.0:108344.0:47726.0:108344.0:47725.0:108343.0:47724.0:108343.0:47721.0:108342.0:47720.0:108342.0:47718.0:108343.0:47717.0:108343.0:47716.0:108344.0:47715.0:108344.0:47712.0:108343.0:47711.0:108343.0:47710.0:108342.0:47709.0:108342.0:47706.0:108343.0:47705.0:108342.0:47704.0:108342.0:47702.0:108341.0:47701.0:108340.0:47701.0:108339.0:47700.0]
380,380,[109273.0:47721.0:109272.0:47722.0:109271.0:47722.0:109271.0:47723.0:109268.0:47726.0:109268.0:47727.0:109267.0:47728.0:109267.0:47729.0:109266.0:47730.0:109266.0:47731.0:109264.0:47733.0:109264.0:47736.0:109265.0:47737.0:109265.0:47738.0:109267.0:47740.0:109268.0:47740.0:109269.0:47741.0:109273.0:47741.0:109274.0:47740.0:109275.0:47740.0:109276.0:47739.0:109277.0:47739.0:109278.0:47738.0:109279.0:47738.0:109280.0:47737.0:109281.0:47737.0:109282.0:47736.0:109283.0:47736.0:109285.0:47734.0:109286.0:47734.0:109288.0:47732.0:109288.0:47731.0:109289.0:47730.0:109289.0:47727.0:109288.0:47726.0:109288.0:47725.0:109287.0:47724.0:109286.0:47724.0:109285.0:47723.0:109284.0:47723.0:109283.0:47722.0:109281.0:47722.0:109280.0:47721.0]
1460,1460,[110063.0:47713.0:110062.0:47714.0:110055.0:47714.0:110054.0:47715.0:110050.0:47715.0:110049.0:47716.0:110048.0:47716.0:110047.0:47717.0:110046.0:47717.0:110041.0:47722.0:110041.0:47723.0:110038.0:47726.0:110038.0:47727.0:110037.0:47728.0:110037.0:47729.0:110036.0:47730.0:110036.0:47731.0:110035.0:47732.0:110035.0:47733.0:110033.0:47735.0:110033.0:47737.0:110032.0:47738.0:110032.0:47742.0:110033.0:47743.0:110033.0:47744.0:110034.0:47745.0:110034.0:47746.0:110035.0:47747.0:110035.0:47749.0:110036.0:47749.0:110036.0:47747.0:110038.0:47745.0:110040.0:47745.0:110041.0:47746.0:110042.0:47746.0:110044.0:47748.0:110045.0:47748.0:110046.0:47749.0:110049.0:47749.0:110050.0:47750.0:110051.0:47750.0:110057.0:47756.0:110058.0:47756.0:110059.0:47757.0:110063.0:47757.0:110064.0:47756.0:110065.0:47756.0:110067.0:47754.0:110067.0:47753.0:110068.0:47752.0:110068.0:47750.0:110069.0:47749.0:110069.0:47748.0:110071.0:47746.0:110071.0:47745.0:110074.0:47742.0:110074.0:47741.0:110076.0:47739.0:110076.0:47738.0:110077.0:47737.0:110077.0:47736.0:110078.0:47735.0:110078.0:47724.0:110077.0:47723.0:110077.0:47722.0:110076.0:47721.0:110076.0:47720.0:110072.0:47716.0:110071.0:47716.0:110069.0:47714.0:110067.0:47714.0:110066.0:47713.0]
580,580,[109024.0:47719.0:109019.0:47724.0:109018.0:47724.0:109016.0:47726.0:109015.0:47726.0:109014.0:47727.0:109014.0:47729.0:109013.0:47730.0:109013.0:47732.0:109014.0:47733.0:109014.0:47734.0:109013.0:47735.0:109012.0:47735.0:109012.0:47737.0:109013.0:47737.0:109014.0:47738.0:109018.0:47738.0:109019.0:47737.0:109026.0:47737.0:109027.0:47738.0:109028.0:47738.0:109029.0:47739.0:109031.0:47739.0:109032.0:47740.0:109043.0:47740.0:109044.0:47739.0:109045.0:47739.0:109045.0:47738.0:109046.0:47737.0:109046.0:47735.0:109045.0:47734.0:109045.0:47730.0:109044.0:47729.0:109044.0:47728.0:109043.0:47727.0:109043.0:47726.0:109042.0:47725.0:109042.0:47724.0:109038.0:47720.0:109035.0:47720.0:109034.0:47719.0]
623,623,[110779.0:47716.0:110778.0:47717.0:110776.0:47717.0:110775.0:47718.0:110774.0:47718.0:110772.0:47720.0:110772.0:47721.0:110771.0:47722.0:110771.0:47724.0:110773.0:47726.0:110775.0:47726.0:110776.0:47727.0:110777.0:47727.0:110779.0:47729.0:110779.0:47734.0:110780.0:47735.0:110780.0:47743.0:110781.0:47744.0:110781.0:47745.0:110783.0:47747.0:110784.0:47747.0:110785.0:47748.0:110789.0:47748.0:110791.0:47746.0:110792.0:47746.0:110794.0:47744.0:110794.0:47743.0:110795.0:47742.0:110795.0:47737.0:110796.0:47736.0:110796.0:47731.0:110797.0:47730.0:110797.0:47728.0:110798.0:47727.0:110798.0:47726.0:110799.0:47725.0:110799.0:47723.0:110798.0:47722.0:110798.0:47721.0:110796.0:47719.0:110796.0:47718.0:110795.0:47717.0:110793.0:47717.0:110792.0:47716.0]
80,80,[110866.0:47728.0:110865.0:47729.0:110865.0:47732.0:110866.0:47733.0:110866.0:47734.0:110867.0:47735.0:110868.0:47735.0:110869.0:47734.0:110871.0:47734.0:110872.0:47735.0:110873.0:47735.0:110874.0:47736.0:110874.0:47735.0:110875.0:47734.0:110875.0:47732.0:110876.0:47731.0:110876.0:47730.0:110875.0:47729.0:110874.0:47729.0:110873.0:47728.0]
2622,2622,[109875.0:47722.0:109874.0:47723.0:109871.0:47723.0:109870.0:47724.0:109868.0:47724.0:109867.0:47725.0:109850.0:47725.0:109849.0:47726.0:109847.0:47726.0:109846.0:47727.0:109844.0:47727.0:109841.0:47730.0:109840.0:47730.0:109840.0:47731.0:109837.0:47734.0:109837.0:47735.0:109836.0:47736.0:109836.0:47742.0:109837.0:47743.0:109837.0:47744.0:109838.0:47744.0:109840.0:47746.0:109840.0:47747.0:109842.0:47749.0:109845.0:47749.0:109846.0:47750.0:109847.0:47750.0:109848.0:47751.0:109849.0:47751.0:109851.0:47753.0:109851.0:47754.0:109852.0:47755.0:109852.0:47756.0:109855.0:47759.0:109855.0:47760.0:109859.0:47760.0:109860.0:47759.0:109861.0:47759.0:109863.0:47757.0:109864.0:47757.0:109867.0:47754.0:109868.0:47754.0:109869.0:47753.0:109871.0:47753.0:109872.0:47754.0:109874.0:47754.0:109875.0:47755.0:109876.0:47755.0:109877.0:47756.0:109878.0:47756.0:109880.0:47758.0:109882.0:47758.0:109885.0:47761.0:109885.0:47765.0:109886.0:47766.0:109886.0:47767.0:109888.0:47769.0:109895.0:47769.0:109896.0:47770.0:109902.0:47770.0:109903.0:47771.0:109907.0:47771.0:109908.0:47772.0:109910.0:47772.0:109911.0:47773.0:109912.0:47773.0:109913.0:47774.0:109914.0:47774.0:109916.0:47776.0:109922.0:47776.0:109923.0:47775.0:109923.0:47772.0:109922.0:47771.0:109922.0:47770.0:109917.0:47765.0:109916.0:47765.0:109915.0:47764.0:109913.0:47764.0:109911.0:47762.0:109911.0:47761.0:109909.0:47759.0:109909.0:47756.0:109908.0:47755.0:109908.0:47752.0:109907.0:47751.0:109908.0:47750.0:109908.0:47747.0:109907.0:47746.0:109907.0:47740.0:109906.0:47739.0:109906.0:47736.0:109905.0:47735.0:109905.0:47733.0:109901.0:47729.0:109900.0:47729.0:109899.0:47728.0:109898.0:47728.0:109897.0:47727.0:109896.0:47727.0:109895.0:47726.0:109894.0:47726.0:109893.0:47725.0:109892.0:47725.0:109891.0:47724.0:109890.0:47724.0:109889.0:47723.0:109885.0:47723.0:109884.0:47722.0]
180,180,[110113.0:47727.0:110112.0:47728.0:110110.0:47728.0:110109.0:47729.0:110108.0:47729.0:110108.0:47730.0:110107.0:47731.0:110107.0:47734.0:110108.0:47735.0:110108.0:47737.0:110109.0:47737.0:110111.0:47739.0:110112.0:47739.0:110113.0:47740.0:110118.0:47740.0:110119.0:47739.0:110120.0:47739.0:110122.0:47737.0:110122.0:47736.0:110123.0:47735.0:110123.0:47733.0:110122.0:47732.0:110122.0:47731.0:110121.0:47730.0:110121.0:47729.0:110120.0:47729.0:110119.0:47728.0:110115.0:47728.0:110114.0:47727.0]
1461,1461,[108487.0:47702.0:108486.0:47703.0:108485.0:47703.0:108483.0:47705.0:108483.0:47706.0:108482.0:47707.0:108482.0:47709.0:108483.0:47710.0:108483.0:47711.0:108484.0:47712.0:108485.0:47712.0:108486.0:47713.0:108488.0:47713.0:108489.0:47714.0:108490.0:47714.0:108496.0:47720.0:108497.0:47720.0:108500.0:47723.0:108501.0:47723.0:108504.0:47726.0:108505.0:47726.0:108506.0:47727.0:108508.0:47727.0:108509.0:47726.0:108510.0:47726.0:108511.0:47725.0:108512.0:47725.0:108513.0:47724.0:108516.0:47724.0:108517.0:47725.0:108518.0:47725.0:108520.0:47727.0:108521.0:47727.0:108522.0:47728.0:108522.0:47729.0:108523.0:47730.0:108524.0:47730.0:108526.0:47732.0:108529.0:47732.0:108531.0:47734.0:108531.0:47735.0:108530.0:47736.0:108530.0:47738.0:108528.0:47740.0:108528.0:47741.0:108527.0:47742.0:108527.0:47749.0:108531.0:47753.0:108532.0:47753.0:108533.0:47754.0:108534.0:47754.0:108535.0:47755.0:108539.0:47755.0:108541.0:47753.0:108542.0:47753.0:108543.0:47752.0:108545.0:47752.0:108549.0:47748.0:108550.0:47748.0:108551.0:47747.0:108552.0:47747.0:108552.0:47744.0:108555.0:47741.0:108555.0:47739.0:108556.0:47738.0:108556.0:47737.0:108557.0:47736.0:108557.0:47735.0:108556.0:47734.0:108555.0:47734.0:108550.0:47729.0:108549.0:47729.0:108548.0:47728.0:108547.0:47728.0:108546.0:47727.0:108545.0:47727.0:108544.0:47726.0:108543.0:47726.0:108541.0:47724.0:108540.0:47724.0:108539.0:47723.0:108538.0:47723.0:108537.0:47722.0:108536.0:47722.0:108535.0:47721.0:108534.0:47721.0:108533.0:47720.0:108532.0:47720.0:108531.0:47719.0:108531.0:47716.0:108530.0:47715.0:108529.0:47715.0:108528.0:47714.0:108525.0:47714.0:108524.0:47713.0:108521.0:47713.0:108520.0:47712.0:108517.0:47712.0:108516.0:47711.0:108514.0:47711.0:108513.0:47712.0:108508.0:47712.0:108505.0:47709.0:108505.0:47708.0:108504.0:47707.0:108503.0:47707.0:108502.0:47706.0:108500.0:47706.0:108499.0:47705.0:108497.0:47705.0:108496.0:47704.0:108495.0:47704.0:108494.0:47703.0:108493.0:47703.0:108492.0:47702.0]
72,72,[109927.0:47733.0:109926.0:47734.0:109926.0:47736.0:109927.0:47737.0:109927.0:47740.0:109928.0:47741.0:109928.0:47743.0:109929.0:47744.0:109929.0:47745.0:109930.0:47745.0:109930.0:47744.0:109931.0:47743.0:109931.0:47742.0:109934.0:47739.0:109934.0:47737.0:109931.0:47734.0:109930.0:47734.0:109929.0:47733.0]
916,916,[108045.0:47721.0:108043.0:47723.0:108043.0:47725.0:108044.0:47726.0:108044.0:47728.0:108045.0:47729.0:108045.0:47730.0:108047.0:47732.0:108048.0:47732.0:108049.0:47733.0:108049.0:47734.0:108051.0:47736.0:108051.0:47737.0:108052.0:47738.0:108052.0:47739.0:108053.0:47740.0:108054.0:47740.0:108056.0:47742.0:108057.0:47742.0:108059.0:47744.0:108060.0:47744.0:108063.0:47747.0:108064.0:47747.0:108065.0:47748.0:108067.0:47748.0:108068.0:47749.0:108069.0:47749.0:108071.0:47751.0:108082.0:47751.0:108083.0:47750.0:108085.0:47750.0:108086.0:47749.0:108087.0:47749.0:108089.0:47747.0:108089.0:47740.0:108088.0:47739.0:108088.0:47737.0:108085.0:47734.0:108085.0:47733.0:108084.0:47732.0:108083.0:47732.0:108081.0:47730.0:108080.0:47730.0:108079.0:47729.0:108078.0:47729.0:108077.0:47728.0:108075.0:47728.0:108074.0:47727.0:108069.0:47727.0:108068.0:47726.0:108066.0:47726.0:108064.0:47724.0:108063.0:47724.0:108062.0:47723.0:108061.0:47723.0:108060.0:47722.0:108057.0:47722.0:108056.0:47721.0]
307,307,[108584.0:47727.0:108582.0:47729.0:108582.0:47731.0:108581.0:47732.0:108582.0:47733.0:108582.0:47736.0:108581.0:47737.0:108581.0:47740.0:108585.0:47744.0:108587.0:47744.0:108588.0:47745.0:108591.0:47745.0:108592.0:47744.0:108593.0:47744.0:108595.0:47742.0:108596.0:47742.0:108599.0:47739.0:108599.0:47738.0:108600.0:47737.0:108600.0:47736.0:108601.0:47735.0:108601.0:47733.0:108600.0:47732.0:108600.0:47731.0:108598.0:47729.0:108597.0:47729.0:108596.0:47728.0:108594.0:47728.0:108593.0:47727.0]
536,536,[108877.0:47725.0:108876.0:47726.0:108875.0:47726.0:108874.0:47727.0:108874.0:47728.0:108873.0:47729.0:108873.0:47732.0:108875.0:47734.0:108875.0:47736.0:108877.0:47738.0:108877.0:47739.0:108879.0:47741.0:108879.0:47742.0:108880.0:47743.0:108879.0:47744.0:108880.0:47745.0:108881.0:47745.0:108883.0:47747.0:108884.0:47747.0:108885.0:47748.0:108887.0:47748.0:108888.0:47747.0:108889.0:47747.0:108890.0:47746.0:108891.0:47746.0:108893.0:47744.0:108894.0:47744.0:108895.0:47743.0:108896.0:47743.0:108897.0:47744.0:108899.0:47744.0:108900.0:47745.0:108904.0:47745.0:108906.0:47743.0:108906.0:47740.0:108907.0:47739.0:108907.0:47737.0:108906.0:47736.0:108906.0:47735.0:108905.0:47735.0:108903.0:47733.0:108902.0:47733.0:108901.0:47732.0:108900.0:47732.0:108899.0:47731.0:108897.0:47731.0:108896.0:47730.0:108892.0:47730.0:108891.0:47729.0:108889.0:47729.0:108888.0:47728.0:108887.0:47728.0:108886.0:47727.0:108885.0:47727.0:108884.0:47726.0:108883.0:47726.0:108882.0:47725.0]
920,920,[109076.0:47721.0:109075.0:47722.0:109073.0:47722.0:109072.0:47723.0:109069.0:47723.0:109068.0:47724.0:109068.0:47726.0:109066.0:47728.0:109063.0:47728.0:109061.0:47730.0:109061.0:47739.0:109062.0:47740.0:109062.0:47741.0:109063.0:47742.0:109063.0:47743.0:109067.0:47747.0:109068.0:47747.0:109070.0:47749.0:109071.0:47749.0:109072.0:47750.0:109075.0:47750.0:109076.0:47749.0:109077.0:47749.0:109078.0:47750.0:109089.0:47750.0:109090.0:47749.0:109093.0:47749.0:109094.0:47748.0:109095.0:47748.0:109096.0:47747.0:109096.0:47746.0:109097.0:47745.0:109097.0:47743.0:109098.0:47742.0:109098.0:47741.0:109099.0:47740.0:109099.0:47739.0:109100.0:47738.0:109100.0:47734.0:109099.0:47733.0:109099.0:47731.0:109095.0:47727.0:109090.0:47727.0:109089.0:47726.0:109088.0:47726.0:109087.0:47725.0:109086.0:47725.0:109085.0:47724.0:109084.0:47724.0:109083.0:47723.0:109082.0:47723.0:109081.0:47722.0:109078.0:47722.0:109077.0:47721.0]
127,127,[109420.0:47730.0:109418.0:47732.0:109418.0:47734.0:109419.0:47735.0:109419.0:47736.0:109421.0:47738.0:109423.0:47738.0:109424.0:47739.0:109425.0:47739.0:109426.0:47740.0:109428.0:47740.0:109429.0:47741.0:109432.0:47741.0:109433.0:47740.0:109433.0:47737.0:109427.0:47731.0:109426.0:47731.0:109425.0:47730.0]
1176,1176,[108212.0:47716.0:108211.0:47717.0:108210.0:47717.0:108209.0:47718.0:108207.0:47718.0:108206.0:47719.0:108205.0:47719.0:108202.0:47722.0:108202.0:47723.0:108201.0:47724.0:108201.0:47725.0:108199.0:47727.0:108199.0:47728.0:108198.0:47729.0:108198.0:47731.0:108197.0:47732.0:108197.0:47734.0:108196.0:47735.0:108196.0:47736.0:108194.0:47738.0:108194.0:47740.0:108195.0:47740.0:108197.0:47742.0:108197.0:47743.0:108198.0:47744.0:108198.0:47745.0:108199.0:47746.0:108199.0:47747.0:108200.0:47748.0:108200.0:47749.0:108203.0:47752.0:108203.0:47753.0:108206.0:47756.0:108206.0:47757.0:108208.0:47759.0:108210.0:47759.0:108211.0:47758.0:108212.0:47758.0:108213.0:47757.0:108214.0:47757.0:108215.0:47756.0:108216.0:47756.0:108221.0:47751.0:108221.0:47750.0:108222.0:47749.0:108222.0:47747.0:108223.0:47746.0:108223.0:47745.0:108225.0:47743.0:108226.0:47743.0:108226.0:47742.0:108228.0:47740.0:108228.0:47739.0:108231.0:47736.0:108231.0:47734.0:108233.0:47732.0:108233.0:47731.0:108234.0:47730.0:108234.0:47723.0:108233.0:47722.0:108232.0:47722.0:108228.0:47718.0:108227.0:47718.0:108226.0:47717.0:108223.0:47717.0:108222.0:47716.0]
713,713,[111986.0:47731.0:111985.0:47732.0:111983.0:47732.0:111981.0:47734.0:111981.0:47735.0:111974.0:47742.0:111974.0:47743.0:111969.0:47748.0:111969.0:47749.0:111968.0:47750.0:111968.0:47751.0:111967.0:47752.0:111967.0:47755.0:111968.0:47756.0:111968.0:47757.0:111970.0:47759.0:111970.0:47760.0:111971.0:47761.0:111971.0:47762.0:111973.0:47764.0:111975.0:47764.0:111976.0:47765.0:111978.0:47765.0:111979.0:47766.0:111980.0:47765.0:111982.0:47765.0:111983.0:47764.0:111984.0:47764.0:111987.0:47761.0:111987.0:47759.0:111988.0:47758.0:111988.0:47757.0:111989.0:47756.0:111990.0:47756.0:111995.0:47751.0:111995.0:47750.0:111996.0:47749.0:111996.0:47736.0:111995.0:47735.0:111995.0:47733.0:111994.0:47732.0:111993.0:47732.0:111992.0:47731.0]
285,285,[110015.0:47728.0:110014.0:47729.0:110013.0:47729.0:110012.0:47730.0:110012.0:47731.0:110010.0:47733.0:110010.0:47734.0:110009.0:47735.0:110009.0:47739.0:110010.0:47740.0:110010.0:47742.0:110011.0:47743.0:110011.0:47744.0:110013.0:47746.0:110013.0:47747.0:110016.0:47750.0:110017.0:47750.0:110018.0:47751.0:110019.0:47751.0:110020.0:47752.0:110021.0:47751.0:110021.0:47746.0:110022.0:47745.0:110022.0:47742.0:110023.0:47741.0:110023.0:47740.0:110024.0:47739.0:110024.0:47738.0:110025.0:47737.0:110025.0:47736.0:110026.0:47735.0:110026.0:47734.0:110023.0:47731.0:110022.0:47731.0:110020.0:47729.0:110019.0:47729.0:110018.0:47728.0]
2811,2811,[110249.0:47636.0:110247.0:47638.0:110247.0:47639.0:110246.0:47640.0:110246.0:47642.0:110245.0:47643.0:110245.0:47645.0:110238.0:47652.0:110238.0:47653.0:110237.0:47654.0:110237.0:47662.0:110236.0:47663.0:110236.0:47664.0:110234.0:47666.0:110234.0:47667.0:110233.0:47668.0:110233.0:47669.0:110232.0:47670.0:110232.0:47671.0:110231.0:47672.0:110231.0:47681.0:110230.0:47682.0:110230.0:47685.0:110231.0:47686.0:110231.0:47688.0:110232.0:47688.0:110235.0:47685.0:110236.0:47685.0:110239.0:47682.0:110239.0:47681.0:110242.0:47678.0:110244.0:47678.0:110246.0:47680.0:110246.0:47683.0:110247.0:47684.0:110247.0:47685.0:110248.0:47686.0:110248.0:47687.0:110250.0:47689.0:110250.0:47691.0:110251.0:47692.0:110251.0:47693.0:110252.0:47694.0:110252.0:47697.0:110251.0:47698.0:110251.0:47699.0:110248.0:47702.0:110247.0:47701.0:110242.0:47701.0:110239.0:47704.0:110239.0:47707.0:110238.0:47708.0:110238.0:47711.0:110237.0:47712.0:110237.0:47713.0:110238.0:47713.0:110240.0:47715.0:110240.0:47717.0:110241.0:47718.0:110241.0:47723.0:110242.0:47724.0:110242.0:47725.0:110243.0:47726.0:110243.0:47727.0:110244.0:47728.0:110244.0:47729.0:110246.0:47731.0:110246.0:47732.0:110247.0:47733.0:110247.0:47735.0:110248.0:47736.0:110248.0:47739.0:110249.0:47740.0:110249.0:47743.0:110250.0:47744.0:110250.0:47751.0:110251.0:47752.0:110251.0:47753.0:110255.0:47757.0:110256.0:47757.0:110259.0:47760.0:110261.0:47760.0:110262.0:47761.0:110264.0:47761.0:110265.0:47760.0:110267.0:47760.0:110270.0:47757.0:110270.0:47755.0:110271.0:47754.0:110271.0:47745.0:110272.0:47744.0:110272.0:47740.0:110271.0:47739.0:110271.0:47733.0:110270.0:47732.0:110270.0:47726.0:110269.0:47725.0:110269.0:47722.0:110268.0:47721.0:110268.0:47720.0:110267.0:47719.0:110267.0:47718.0:110266.0:47717.0:110266.0:47715.0:110265.0:47714.0:110265.0:47709.0:110264.0:47708.0:110264.0:47707.0:110263.0:47706.0:110263.0:47705.0:110262.0:47704.0:110262.0:47702.0:110261.0:47701.0:110261.0:47696.0:110260.0:47695.0:110260.0:47677.0:110261.0:47676.0:110261.0:47674.0:110262.0:47673.0:110262.0:47671.0:110263.0:47670.0:110263.0:47669.0:110264.0:47668.0:110264.0:47666.0:110265.0:47665.0:110265.0:47663.0:110266.0:47662.0:110266.0:47659.0:110267.0:47658.0:110267.0:47651.0:110266.0:47650.0:110266.0:47649.0:110265.0:47648.0:110263.0:47648.0:110262.0:47649.0:110260.0:47649.0:110259.0:47650.0:110258.0:47650.0:110257.0:47649.0:110256.0:47649.0:110255.0:47648.0:110255.0:47647.0:110254.0:47646.0:110254.0:47645.0:110253.0:47644.0:110253.0:47638.0:110252.0:47637.0:110252.0:47636.0]
743,743,[108488.0:47725.0:108486.0:47727.0:108485.0:47727.0:108482.0:47730.0:108481.0:47730.0:108479.0:47732.0:108478.0:47732.0:108477.0:47733.0:108476.0:47733.0:108470.0:47739.0:108470.0:47746.0:108472.0:47748.0:108473.0:47748.0:108479.0:47754.0:108480.0:47754.0:108481.0:47755.0:108489.0:47755.0:108490.0:47754.0:108492.0:47754.0:108493.0:47753.0:108494.0:47753.0:108495.0:47752.0:108496.0:47752.0:108498.0:47750.0:108498.0:47749.0:108500.0:47747.0:108500.0:47746.0:108503.0:47743.0:108503.0:47742.0:108504.0:47741.0:108504.0:47739.0:108505.0:47738.0:108504.0:47737.0:108504.0:47736.0:108503.0:47735.0:108503.0:47734.0:108502.0:47733.0:108501.0:47733.0:108500.0:47732.0:108498.0:47732.0:108492.0:47726.0:108491.0:47726.0:108490.0:47725.0]
262,262,[109384.0:47735.0:109383.0:47736.0:109381.0:47736.0:109380.0:47737.0:109378.0:47737.0:109377.0:47738.0:109375.0:47738.0:109374.0:47739.0:109373.0:47739.0:109368.0:47744.0:109368.0:47746.0:109369.0:47747.0:109371.0:47747.0:109372.0:47748.0:109379.0:47748.0:109380.0:47747.0:109387.0:47747.0:109388.0:47746.0:109391.0:47746.0:109393.0:47744.0:109393.0:47740.0:109392.0:47739.0:109392.0:47738.0:109390.0:47736.0:109388.0:47736.0:109387.0:47735.0]
1125,1125,[111194.0:47731.0:111193.0:47732.0:111186.0:47732.0:111185.0:47733.0:111184.0:47733.0:111183.0:47734.0:111182.0:47734.0:111181.0:47735.0:111180.0:47735.0:111179.0:47736.0:111172.0:47736.0:111171.0:47737.0:111168.0:47737.0:111167.0:47738.0:111165.0:47738.0:111164.0:47739.0:111162.0:47739.0:111161.0:47740.0:111159.0:47740.0:111158.0:47741.0:111157.0:47741.0:111156.0:47742.0:111155.0:47742.0:111154.0:47743.0:111152.0:47743.0:111151.0:47744.0:111149.0:47744.0:111148.0:47745.0:111147.0:47745.0:111146.0:47746.0:111145.0:47746.0:111144.0:47747.0:111144.0:47751.0:111145.0:47752.0:111145.0:47753.0:111146.0:47754.0:111146.0:47755.0:111147.0:47755.0:111148.0:47756.0:111149.0:47756.0:111150.0:47757.0:111151.0:47757.0:111152.0:47758.0:111155.0:47758.0:111156.0:47759.0:111161.0:47759.0:111162.0:47758.0:111172.0:47758.0:111173.0:47757.0:111176.0:47757.0:111177.0:47756.0:111179.0:47756.0:111180.0:47755.0:111183.0:47755.0:111184.0:47754.0:111187.0:47754.0:111188.0:47753.0:111192.0:47753.0:111193.0:47752.0:111194.0:47752.0:111195.0:47751.0:111196.0:47751.0:111197.0:47750.0:111198.0:47750.0:111201.0:47747.0:111201.0:47741.0:111202.0:47740.0:111202.0:47734.0:111201.0:47733.0:111201.0:47731.0]
1234,1234,[110607.0:47723.0:110606.0:47724.0:110605.0:47724.0:110604.0:47725.0:110600.0:47725.0:110599.0:47726.0:110598.0:47726.0:110597.0:47727.0:110595.0:47727.0:110594.0:47728.0:110593.0:47728.0:110588.0:47733.0:110588.0:47734.0:110587.0:47735.0:110587.0:47737.0:110588.0:47738.0:110588.0:47743.0:110589.0:47744.0:110589.0:47745.0:110596.0:47752.0:110597.0:47752.0:110600.0:47755.0:110601.0:47755.0:110602.0:47756.0:110603.0:47756.0:110605.0:47758.0:110606.0:47758.0:110610.0:47762.0:110613.0:47762.0:110613.0:47761.0:110629.0:47745.0:110629.0:47744.0:110630.0:47743.0:110630.0:47739.0:110631.0:47738.0:110631.0:47737.0:110630.0:47736.0:110630.0:47731.0:110629.0:47730.0:110629.0:47729.0:110626.0:47726.0:110625.0:47726.0:110624.0:47725.0:110623.0:47725.0:110622.0:47724.0:110615.0:47724.0:110614.0:47723.0]
40,40,[108751.0:47742.0:108751.0:47745.0:108750.0:47746.0:108750.0:47750.0:108751.0:47750.0:108751.0:47749.0:108753.0:47747.0:108755.0:47747.0:108755.0:47746.0:108756.0:47745.0:108756.0:47744.0:108754.0:47742.0]
